zip	city	state	latitude	longitude
1004	Amherst	MA	42.383945	-72.511834
1005	Barre	MA	42.433317	-72.114488
1005	BARRE	MA	42.409698	-72.108354
1007	Belchertown	MA	42.281915	-72.409531
1007	BELCHERTOWN	MA	42.275103	-72.410953
1008	Blandford	MA	42.143189	-72.931858
1008	BLANDFORD	MA	42.182949	-72.936114
1009	Bondsville	MA	42.207963	-72.344959
1010	Brimfield	MA	42.11514	-72.20142
1010	BRIMFIELD	MA	42.116543	-72.188455
1011	Chester	MA	42.283726	-72.9669
1011	CHESTER	MA	42.279421	-72.988761
1012	Chesterfield	MA	42.387225	-72.834041
1012	CHESTERFIELD	MA	42.38167	-72.833309
1013	Chicopee	MA	42.162301	-72.604454
1013	CHICOPEE	MA	42.162046	-72.607962
1014	Chicopee	MA	42.174812	-72.572286
1020	Chicopee	MA	42.1756	-72.56999
1020	CHICOPEE	MA	42.176443	-72.576142
1021	Chicopee	MA	42.177959	-72.572836
1022	Chicopee	MA	42.194752	-72.561933
1022	WESTOVER AFB	MA	42.196672	-72.558657
1026	Cummington	MA	42.42786	-72.9003
1026	CUMMINGTON	MA	42.435296	-72.905767
1027	Easthampton	MA	42.29142	-72.71772
1027	MOUNT TOM	MA	42.264319	-72.679921
1028	East Longmeadow	MA	42.068418	-72.504285
1028	EAST LONGMEADOW	MA	42.067203	-72.505565
1029	East Otis	MA	42.159812	-73.043385
1030	Feeding Hills	MA	42.072375	-72.675163
1030	FEEDING HILLS	MA	42.07182	-72.675077
1031	Gilbertville	MA	42.33426	-72.17604
1031	GILBERTVILLE	MA	42.332194	-72.198585
1032	Goshen	MA	42.4668	-72.83076
1032	GOSHEN	MA	42.466234	-72.844092
1033	Granby	MA	42.256411	-72.519474
1033	GRANBY	MA	42.255704	-72.520001
1034	Granville	MA	42.08196	-72.95058
1034	TOLLAND	MA	42.070234	-72.908793
1035	Hadley	MA	42.359966	-72.577472
1035	HADLEY	MA	42.36062	-72.571499
1036	Hampden	MA	42.062919	-72.430251
1036	HAMPDEN	MA	42.064756	-72.431823
1037	Hardwick	MA	42.349404	-72.20081
1038	Hatfield	MA	42.381499	-72.607454
1038	HATFIELD	MA	42.38439	-72.616735
1039	Haydenville	MA	42.379586	-72.696757
1039	HAYDENVILLE	MA	42.381799	-72.703178
1040	Holyoke	MA	42.204025	-72.630051
1040	HOLYOKE	MA	42.202007	-72.626193
1041	Holyoke	MA	42.207463	-72.611418
1050	Huntington	MA	42.272328	-72.865189
1050	HUNTINGTON	MA	42.265301	-72.873341
1053	Leeds	MA	42.354408	-72.701457
1053	LEEDS	MA	42.354292	-72.703403
1054	Leverett	MA	42.474743	-72.482496
1054	LEVERETT	MA	42.46823	-72.499334
1056	Ludlow	MA	42.171237	-72.472507
1056	LUDLOW	MA	42.172823	-72.471012
1057	Monson	MA	42.094023	-72.323969
1057	MONSON	MA	42.101017	-72.319634
1059	North Amherst	MA	42.413287	-72.530513
1060	Northampton	MA	42.33072	-72.67506
1060	FLORENCE	MA	42.324662	-72.654245
1061	Northampton	MA	42.323341	-72.690352
1062	Florence	MA	42.331578	-72.692571
1063	Northampton	MA	42.319077	-72.644431
1066	North Hatfield	MA	42.410613	-72.625559
1068	Oakham	MA	42.346443	-72.049242
1068	OAKHAM	MA	42.348033	-72.051265
1069	Palmer	MA	42.165487	-72.3144
1069	PALMER	MA	42.176233	-72.328785
1070	Plainfield	MA	42.53684	-72.933103
1070	PLAINFIELD	MA	42.514393	-72.918289
1071	Russell	MA	42.171278	-72.86313
1071	RUSSELL	MA	42.147063	-72.840343
1072	Shutesbury	MA	42.467788	-72.42989
1072	SHUTESBURY	MA	42.481968	-72.421342
1073	Southampton	MA	42.225636	-72.721743
1073	SOUTHAMPTON	MA	42.224697	-72.719381
1074	South Barre	MA	42.38295	-72.100531
1075	South Hadley	MA	42.25332	-72.5799
1075	SOUTH HADLEY	MA	42.237537	-72.581137
1077	Southwick	MA	42.053564	-72.771922
1077	SOUTHWICK	MA	42.051099	-72.770588
1079	Thorndike	MA	42.1889	-72.329835
1080	Three Rivers	MA	42.181538	-72.372116
1080	THREE RIVERS	MA	42.181894	-72.362352
1081	Wales	MA	42.061203	-72.22759
1081	WALES	MA	42.062734	-72.204592
1082	Ware	MA	42.262671	-72.265357
1082	WARE	MA	42.261831	-72.258285
1083	Warren	MA	42.212656	-72.194116
1084	West Chesterfield	MA	42.408674	-72.889157
1085	Westfield	MA	42.15636	-72.77874
1085	MONTGOMERY	MA	42.129484	-72.754318
1086	Westfield	MA	42.14018	-72.756066
1088	West Hatfield	MA	42.386547	-72.639767
1089	West Springfield	MA	42.117059	-72.639407
1089	WEST SPRINGFIELD	MA	42.115066	-72.641109
1090	West Springfield	MA	42.12128	-72.654857
1092	West Warren	MA	42.2125	-72.191667
1092	WEST WARREN	MA	42.20734	-72.203639
1093	Whately	MA	42.435682	-72.648379
1094	Wheelwright	MA	42.349508	-72.140099
1095	Wilbraham	MA	42.120823	-72.44327
1095	WILBRAHAM	MA	42.124506	-72.446415
1096	Williamsburg	MA	42.399296	-72.749011
1096	WILLIAMSBURG	MA	42.408522	-72.777989
1097	Woronoco	MA	42.160733	-72.839797
1098	Worthington	MA	42.307673	-72.878084
1098	WORTHINGTON	MA	42.384293	-72.931427
1101	Springfield	MA	42.099922	-72.589584
1102	Springfield	MA	42.116054	-72.53858
1103	Springfield	MA	42.102044	-72.587143
1103	SPRINGFIELD	MA	42.1029	-72.588735
1104	Springfield	MA	42.128134	-72.571488
1104	SPRINGFIELD	MA	42.128848	-72.577769
1105	Springfield	MA	42.101072	-72.579177
1105	SPRINGFIELD	MA	42.099931	-72.578312
1106	Longmeadow	MA	42.052405	-72.567774
1106	LONGMEADOW	MA	42.050658	-72.5676
1107	Springfield	MA	42.122891	-72.607189
1107	SPRINGFIELD	MA	42.117907	-72.606544
1108	Springfield	MA	42.082083	-72.554368
1108	SPRINGFIELD	MA	42.085314	-72.558432
1109	Springfield	MA	42.118736	-72.548305
1109	SPRINGFIELD	MA	42.114455	-72.554349
1111	Springfield	MA	42.117977	-72.547899
1115	Springfield	MA	42.104032	-72.591791
1116	Longmeadow	MA	42.064444	-72.513056
1118	Springfield	MA	42.093934	-72.527899
1118	SPRINGFIELD	MA	42.092937	-72.527445
1119	Springfield	MA	42.122853	-72.506417
1119	SPRINGFIELD	MA	42.12473	-72.51211
1128	Springfield	MA	42.094006	-72.49483
1128	SPRINGFIELD	MA	42.094397	-72.488903
1129	Springfield	MA	42.122932	-72.486989
1129	SPRINGFIELD	MA	42.122263	-72.487622
1138	Springfield	MA	42.088597	-72.561028
1139	Springfield	MA	42.116316	-72.546932
1144	Springfield	MA	42.101625	-72.594817
1151	Indian Orchard	MA	42.151001	-72.506454
1151	INDIAN ORCHARD	MA	42.153225	-72.505048
1152	Springfield	MA	42.152789	-72.511258
1199	Springfield	MA	42.119147	-72.603412
1201	Pittsfield	MA	42.455451	-73.249993
1201	PITTSFIELD	MA	42.453086	-73.247088
1202	Pittsfield	MA	42.457889	-73.322048
1203	Pittsfield	MA	42.453189	-73.262785
1220	Adams	MA	42.619977	-73.12078
1220	ADAMS	MA	42.622319	-73.117225
1222	Ashley Falls	MA	42.056401	-73.318783
1222	ASHLEY FALLS	MA	42.059552	-73.320195
1223	Becket	MA	42.381306	-73.143709
1223	BECKET	MA	42.359363	-73.120325
1224	Berkshire	MA	42.489291	-73.195563
1225	Cheshire	MA	42.555166	-73.156002
1225	CHESHIRE	MA	42.561059	-73.157964
1226	Dalton	MA	42.469716	-73.162714
1226	DALTON	MA	42.475046	-73.160259
1227	Dalton	MA	42.472396	-73.162019
1229	Glendale	MA	42.286122	-73.346812
1230	Great Barrington	MA	42.18366	-73.36398
1230	GREAT BARRINGTON	MA	42.195922	-73.36065
1235	Hinsdale	MA	42.43086	-73.06938
1235	PERU	MA	42.434604	-73.092433
1236	Housatonic	MA	42.27474	-73.3704
1236	HOUSATONIC	MA	42.265296	-73.374544
1237	Lanesboro	MA	42.53934	-73.2462
1237	HANCOCK	MA	42.541961	-73.248737
1238	Lee	MA	42.30132	-73.23198
1238	LEE	MA	42.298994	-73.231696
1240	Lenox	MA	42.363117	-73.273909
1240	LENOX	MA	42.364241	-73.271322
1242	Lenox Dale	MA	42.330029	-73.250299
1243	Middlefield	MA	42.346522	-73.008342
1243	MIDDLEFIELD	MA	42.34795	-73.006226
1244	Mill River	MA	42.114506	-73.267171
1245	Monterey	MA	42.2088	-73.19724
1245	WEST OTIS	MA	42.187847	-73.213452
1247	North Adams	MA	42.68712	-73.07436
1247	CLARKSBURG	MA	42.69865	-73.10999
1252	North Egremont	MA	42.196701	-73.436284
1253	Otis	MA	42.1923	-73.06848
1253	OTIS	MA	42.18988	-73.082093
1254	Richmond	MA	42.401705	-73.348236
1254	RICHMOND	MA	42.378398	-73.364457
1255	Sandisfield	MA	42.11784	-73.13412
1255	SANDISFIELD	MA	42.109429	-73.116285
1256	Savoy	MA	42.576296	-73.030921
1256	SAVOY	MA	42.576964	-73.023281
1257	Sheffield	MA	42.077092	-73.395288
1257	SHEFFIELD	MA	42.100102	-73.361091
1258	South Egremont	MA	42.10758	-73.46508
1258	SOUTH EGREMONT	MA	42.101153	-73.456575
1259	Southfield	MA	42.068111	-73.287921
1259	SOUTHFIELD	MA	42.078014	-73.260933
1260	South Lee	MA	42.281234	-73.278924
1262	Stockbridge	MA	42.303969	-73.315856
1262	STOCKBRIDGE	MA	42.30104	-73.322263
1263	Stockbridge	MA	42.28901	-73.319529
1264	Tyringham	MA	42.243506	-73.205466
1266	West Stockbridge	MA	42.333061	-73.380396
1266	WEST STOCKBRIDGE	MA	42.334752	-73.38251
1267	Williamstown	MA	42.699457	-73.210225
1267	WILLIAMSTOWN	MA	42.708883	-73.20364
1270	Windsor	MA	42.336404	-73.254387
1270	WINDSOR	MA	42.509494	-73.04661
1301	Greenfield	MA	42.602912	-72.598574
1301	LEYDEN	MA	42.601222	-72.601847
1302	Greenfield	MA	42.65202	-72.609653
1330	Ashfield	MA	42.5214	-72.81312
1330	ASHFIELD	MA	42.523207	-72.810998
1331	Athol	MA	42.58886	-72.224089
1331	NEW SALEM	MA	42.592065	-72.214644
1337	Bernardston	MA	42.68988	-72.58374
1337	LEYDEN	MA	42.683784	-72.563439
1338	Buckland	MA	42.598874	-72.740885
1338	BUCKLAND	MA	42.615174	-72.764124
1339	Charlemont	MA	42.64542	-72.88026
1339	HAWLEY	MA	42.621802	-72.880162
1340	Colrain	MA	42.711706	-72.719125
1340	COLRAIN	MA	42.67905	-72.726508
1341	Conway	MA	42.511022	-72.688092
1341	CONWAY	MA	42.513832	-72.702473
1342	Deerfield	MA	42.553684	-72.589272
1342	DEERFIELD	MA	42.540636	-72.607234
1343	Drury	MA	42.6438	-72.987878
1344	Erving	MA	42.605957	-72.410738
1344	ERVING	MA	42.604957	-72.416638
1346	Heath	MA	42.67272	-72.83442
1346	HEATH	MA	42.685347	-72.839101
1347	Lake Pleasant	MA	42.557611	-72.518664
1349	Millers Falls	MA	42.57872	-72.49214
1349	MILLERS FALLS	MA	42.576206	-72.494626
1350	Monroe Bridge	MA	42.716667	-72.983333
1350	MONROE	MA	42.723885	-72.960156
1351	Montague	MA	42.536668	-72.530141
1351	MONTAGUE	MA	42.542864	-72.532837
1354	Gill	MA	42.71118	-72.44862
1355	New Salem	MA	42.485715	-72.341275
1355	NEW SALEM	MA	42.514643	-72.306241
1360	Northfield	MA	42.700499	-72.450887
1360	NORTHFIELD	MA	42.688705	-72.450995
1364	Orange	MA	42.58908	-72.31944
1364	NEW SALEM	MA	42.591231	-72.305867
1366	Petersham	MA	42.472326	-72.204057
1366	PETERSHAM	MA	42.489761	-72.189349
1367	Rowe	MA	42.689349	-72.935421
1367	ROWE	MA	42.695289	-72.925776
1368	Royalston	MA	42.684928	-72.196002
1370	Shelburne Falls	MA	42.58338	-72.77154
1370	SHELBURNE FALLS	MA	42.602203	-72.739059
1373	South Deerfield	MA	42.48624	-72.6102
1373	SOUTH DEERFIELD	MA	42.475616	-72.615268
1375	Sunderland	MA	42.461326	-72.563693
1375	SUNDERLAND	MA	42.453947	-72.567569
1376	Turners Falls	MA	42.62724	-72.52908
1376	TURNERS FALLS	MA	42.606521	-72.54701
1378	Warwick	MA	42.677282	-72.343139
1379	Wendell	MA	42.561643	-72.385557
1379	WENDELL	MA	42.565644	-72.400851
1380	Wendell Depot	MA	42.569537	-72.406436
1420	Fitchburg	MA	42.576269	-71.802089
1420	FITCHBURG	MA	42.579563	-71.803133
1430	Ashburnham	MA	42.6536	-71.924255
1430	ASHBURNHAM	MA	42.649614	-71.92666
1431	Ashby	MA	42.677809	-71.811241
1431	ASHBY	MA	42.674462	-71.817369
1432	Ayer	MA	42.559756	-71.57532
1432	AYER	MA	42.55914	-71.578763
1433	FT DEVENS	MA	42.532416	-71.621819
1434	Devens	MA	42.560949	-71.576624
1436	Baldwinville	MA	42.59454	-72.08628
1436	BALDWINVILLE	MA	42.593568	-72.064647
1438	East Templeton	MA	42.563733	-72.040368
1440	Gardner	MA	42.574542	-71.995414
1440	GARDNER	MA	42.57405	-71.9898
1441	Westminster	MA	42.573616	-71.994641
1450	Groton	MA	42.608416	-71.556651
1450	GROTON	MA	42.612351	-71.558371
1451	Harvard	MA	42.503056	-71.575944
1451	HARVARD	MA	42.498565	-71.575293
1452	Hubbardston	MA	42.487928	-72.007111
1452	HUBBARDSTON	MA	42.486538	-72.001159
1453	Leominster	MA	42.525279	-71.753473
1453	LEOMINSTER	MA	42.52744	-71.756308
1460	Littleton	MA	42.543481	-71.484168
1460	LITTLETON	MA	42.540132	-71.487667
1462	Lunenburg	MA	42.588874	-71.731381
1462	LUNENBURG	MA	42.58843	-71.726642
1463	Pepperell	MA	42.6675	-71.59944
1463	PEPPERELL	MA	42.668888	-71.593392
1464	Shirley	MA	42.57786	-71.64384
1464	SHIRLEY CENTER	MA	42.558653	-71.646444
1467	Still River	MA	42.483655	-71.621609
1468	Templeton	MA	42.54986	-72.065785
1468	TEMPLETON	MA	42.545976	-72.064971
1469	Townsend	MA	42.653698	-71.691559
1469	TOWNSEND	MA	42.652511	-71.689646
1470	Groton	MA	42.608252	-71.57189
1471	Groton	MA	42.607854	-71.572329
1472	West Groton	MA	42.606629	-71.62914
1473	Westminster	MA	42.540906	-71.906138
1473	WESTMINSTER	MA	42.548319	-71.909599
1474	West Townsend	MA	42.67116	-71.71308
1474	W TOWNSEND	MA	42.670404	-71.74057
1475	Winchendon	MA	42.677984	-72.045113
1475	WINCHENDON	MA	42.678943	-72.047524
1477	Winchendon Springs	MA	42.695867	-72.017823
1501	Auburn	MA	42.205001	-71.840473
1501	AUBURN	MA	42.205502	-71.839144
1503	Berlin	MA	42.374084	-71.632431
1503	BERLIN	MA	42.384438	-71.635634
1504	Blackstone	MA	42.026266	-71.528483
1504	BLACKSTONE	MA	42.028708	-71.52691
1505	Boylston	MA	42.331643	-71.734141
1505	BOYLSTON	MA	42.337727	-71.731042
1506	Brookfield	MA	42.203252	-72.10005
1506	BROOKFIELD	MA	42.199141	-72.098887
1507	Charlton	MA	42.148385	-71.941347
1507	CHARLTON	MA	42.137902	-71.966384
1508	Charlton City	MA	42.151392	-71.989604
1509	Charlton Depot	MA	42.172996	-71.97562
1510	Clinton	MA	42.419337	-71.685094
1510	CLINTON	MA	42.418147	-71.682847
1515	East Brookfield	MA	42.222612	-72.053004
1515	EAST BROOKFIELD	MA	42.219308	-72.048078
1516	Douglas	MA	42.05772	-71.75502
1516	EAST DOUGLAS	MA	42.060566	-71.726611
1517	East Princeton	MA	42.470175	-71.840195
1518	Fiskdale	MA	42.120891	-72.110243
1518	FISKDALE	MA	42.122762	-72.117764
1519	Grafton	MA	42.201023	-71.687981
1519	GRAFTON	MA	42.200371	-71.686848
1520	Holden	MA	42.345803	-71.846302
1520	HOLDEN	MA	42.341983	-71.84142
1521	Holland	MA	42.042514	-72.149839
1521	HOLLAND	MA	42.040264	-72.154373
1522	Jefferson	MA	42.37458	-71.866788
1522	JEFFERSON	MA	42.375519	-71.87058
1523	Lancaster	MA	42.477605	-71.684044
1523	LANCASTER	MA	42.450984	-71.686831
1524	Leicester	MA	42.232557	-71.91828
1524	LEICESTER	MA	42.237047	-71.918829
1525	Linwood	MA	42.098419	-71.643912
1526	Manchaug	MA	42.089553	-71.746666
1527	Millbury	MA	42.197286	-71.770146
1527	MILLBURY	MA	42.196779	-71.764438
1529	Millville	MA	42.023722	-71.58381
1529	MILLVILLE	MA	42.033102	-71.579813
1531	New Braintree	MA	42.321017	-72.142586
1531	NEW BRAINTREE	MA	42.31977	-72.130642
1532	Northborough	MA	42.316146	-71.648168
1532	NORTHBOROUGH	MA	42.318242	-71.646372
1534	Northbridge	MA	42.143607	-71.654859
1534	NORTHBRIDGE	MA	42.1494	-71.656366
1535	North Brookfield	MA	42.267155	-72.075987
1535	NORTH BROOKFIELD	MA	42.266455	-72.082129
1536	North Grafton	MA	42.229493	-71.703587
1536	NORTH GRAFTON	MA	42.229726	-71.703691
1537	North Oxford	MA	42.167512	-71.8889
1537	NORTH OXFORD	MA	42.16549	-71.885953
1538	North Uxbridge	MA	42.090256	-71.639891
1540	Oxford	MA	42.112676	-71.870984
1540	OXFORD	MA	42.11285	-71.868677
1541	Princeton	MA	42.450061	-71.884655
1541	PRINCETON	MA	42.450812	-71.876245
1542	Rochdale	MA	42.198886	-71.905902
1542	ROCHDALE	MA	42.199685	-71.906882
1543	Rutland	MA	42.374268	-71.95045
1543	RUTLAND	MA	42.376199	-71.948951
1545	Shrewsbury	MA	42.286758	-71.72154
1545	SHREWSBURY	MA	42.284801	-71.720503
1546	Shrewsbury	MA	42.29182	-71.745989
1550	Southbridge	MA	42.077174	-72.032139
1550	SOUTHBRIDGE	MA	42.075024	-72.035347
1560	South Grafton	MA	42.177849	-71.693325
1560	SOUTH GRAFTON	MA	42.176042	-71.692725
1561	South Lancaster	MA	42.44104	-71.689995
1562	Spencer	MA	42.248647	-71.995246
1562	SPENCER	MA	42.244103	-71.990617
1564	Sterling	MA	42.44166	-71.77458
1564	STERLING	MA	42.435351	-71.775192
1566	Sturbridge	MA	42.110485	-72.076312
1566	STURBRIDGE	MA	42.112619	-72.084233
1568	Upton	MA	42.171445	-71.604409
1568	WEST UPTON	MA	42.173275	-71.608014
1569	Uxbridge	MA	42.07843	-71.634079
1569	UXBRIDGE	MA	42.074426	-71.632869
1570	Webster	MA	42.052997	-71.87971
1570	DUDLEY HILL	MA	42.047574	-71.839467
1571	Dudley	MA	42.057246	-71.912522
1571	DUDLEY	MA	42.048894	-71.893228
1581	Westborough	MA	42.26661	-71.617194
1581	WESTBOROUGH	MA	42.267891	-71.617604
1583	West Boylston	MA	42.360502	-71.787608
1583	WEST BOYLSTON	MA	42.35836	-71.783822
1585	West Brookfield	MA	42.235246	-72.146449
1585	WEST BROOKFIELD	MA	42.244137	-72.151137
1586	West Millbury	MA	42.12631	-71.646126
1588	Whitinsville	MA	42.122324	-71.671383
1588	WHITINSVILLE	MA	42.115319	-71.664357
1590	Sutton	MA	42.138424	-71.752496
1590	WILKINSONVILLE	MA	42.140586	-71.748416
1601	Worcester	MA	42.271095	-71.809743
1602	Worcester	MA	42.27018	-71.845149
1602	WORCESTER	MA	42.270251	-71.841678
1603	Worcester	MA	42.240138	-71.83701
1603	WORCESTER	MA	42.245033	-71.837995
1604	Worcester	MA	42.254072	-71.773068
